scene_id	sentence_id	start	end	utterance	speaker	utterance_ct	speaker_ct	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
4	50	126.06	130.14	Oh, and also, we were wondering if you could give us a ride down to the train station.	Frank Jr.	Oh, and also, we were wondering if you could give us a ride down to the train station.  (Phoebe is not even paying attention.) Well, actually, we kind of need an answer to that one right now.	Frank Jr.	partial	char_tracker_stage05		unobserved			high	
4	51	133.5	135.9	Well, actually, we kind of need an answer to that one.	Frank Jr.	Well, actually, we kind of need an answer to that one right now	Frank Jr.	absent	char_tracker_stage05		unobserved			medium	
4	52	147.27	149.23	Hey, you guys, check it out.				absent	char_tracker_stage05		unknown			low	missing_speaker
6	53	149.23	149.79	Check it out.	Joey	Check it out! Check it out! Guess what job I got? (smoothes the blue blazer he's wearing and has a big grin on his face)	Joey	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
6	54	149.79	151.03	Guess what job I just got.	Joey	check it out guess what job i got	Joey	partial	char_tracker_stage05		partial	0.3333		low	partial_visual_presence
6	55	153.43	155.91	I don't know, but Donald Trump wants his blue blazer black.	Chandler	I don't know, but Donald Trump wants his blue blazer black. (stops)	Chandler	present	char_tracker_stage05	chandler	present	1.0000		high	
6	56	159.59	159.99	What?	Ross	What?	Ross	present	char_tracker_stage05	chandler|joey|ross	present	1.0000		high	
6	57	160.55	161.75	Blue blazer back.	Chandler	Blue blazer *back*	Chandler	present	char_tracker_stage05	chandler|joey|ross	present	1.0000		medium	
6	58	162.15	163.03	He wants it back.	Chandler	Blue blazer *back*. He, he wants it *back*.	Chandler	present	char_tracker_stage05	chandler	present	1.0000		medium	
6	59	164.95	166.15	But you said black.	Rachel	Well you said *black*	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
6	60	166.86	168.3	Why would he want his blue blazer black?	Rachel	Well you said *black*. Why would he want his blue blazer black?	Rachel	present	char_tracker_stage05	rachel	present	1.0000		high	
6	61	170.38	170.94	Well, you.	Chandler	well you	Chandler	present	char_tracker_stage05	chandler	present	1.0000		low	low_speaker_confidence
6	62	171.18	172.22	You know what I meant.	Chandler	Well, you, you know what I meant.	Chandler	present	char_tracker_stage05	chandler|monica	present	1.0000		high	
6	63	172.62	173.98	No, you messed it up.	Monica	No, you've messed it up	Monica	present	char_tracker_stage05	chandler|monica	present	1.0000		medium	
6	64	175.66	176.86	You're stupid.	Monica	No, you've messed it up. You're stupid.	Monica	present	char_tracker_stage05	chandler|monica	present	1.0000		medium	
6	65	180.14	181.66	So, what job did you get, Joe?	Chandler	(Chandler glares at her and then changes the subject.) So what job did you get Joe?	Chandler	present	char_tracker_stage05	chandler	present	1.0000		high	
6	66	182.379	184.06	Oh, a tour guide at the museum.	Joey	Oh, tour guide at the Museum	Joey	present	char_tracker_stage05	joey|ross	present	1.0000		medium	
6	67	184.06	185.18	Yeah, Ross got it for me.	Joey	Oh, tour guide at the Museum. Yeah, Ross got it for me.	Joey	present	char_tracker_stage05	joey|rachel|ross	present	1.0000		medium	
6	68	185.18	186.38	Well, how can you be a tour guide?	Rachel	well how could you be a tour guide	Rachel	present	char_tracker_stage05	joey|rachel|ross	present	1.0000		low	low_speaker_confidence
6	69	186.38	188.86	I mean, don't you have to be a dinosaur expert or something?	Rachel	Well how could you be a tour guide, don't you have to be a dinosaur expert or something?	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
6	70	189.02	189.78	No, not really.	Joey	No, not really	Joey	present	char_tracker_stage05	joey|ross	present	1.0000		medium	
6	71	189.78	190.86	They give you all the information.	Joey	"No, not really. They give you all the information. It's like memorizing a script. (demonstrates) ""And on your left, you have Tyrannosaurus rex, a carnivore from the Jurassic period."""	Joey	present	char_tracker_stage05	joey|ross	present	1.0000		medium	
6	72	191.42	192.78	It's like memorizing a script.	Joey	It's like memorizing a script	Joey	present	char_tracker_stage05	joey|ross	present	1.0000		medium	
6	73	193.03	193.35	Yeah.	Chandler, Monica and Rachel	(nodding appreciatively) Nice, all right, yeah!	Chandler, Monica and Rachel	present	char_tracker_stage05	joey|ross	unobserved			medium	
6	74	193.75	198.23	And on your left you have Tyrannosaurus Rex, a carnivore from the Jurassic period.				partial	char_tracker_stage05		unknown			low	missing_speaker
6	75	198.71	200.31	Hey, very nice.				present	char_tracker_stage05	chandler|monica	unknown			low	missing_speaker
6	76	200.95	203.43	Actually, Julie, it's the Cretaceous Period.	Ross	Uh, actually Joey, it's the Cretaceous period.	Ross	present	char_tracker_stage05	joey|ross	present	1.0000		high	
6	77	205.75	207.51	Yeah, but I can pronounce Jurassic.	Joey	"Yeah, but I can pronounce ""Jurassic""."	Joey	present	char_tracker_stage05	joey|ross	present	1.0000		high	
7	78	209.27	211.19	Hey, guess what?	All	Hey!	All	partial	char_tracker_stage05		unobserved			medium	
7	79	211.59	213.59	Frank Jr. And Alice got married.	Phoebe	Guess what? Frank Jr. and Alice got married.	Phoebe	partial	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
7	80	213.99	214.95	Oh, my God.				present	char_tracker_stage05	joey	unknown			low	missing_speaker
7	81	215.43	217.27	And they're gonna have a baby.	Phoebe	And they're going to have a baby!	Phoebe	present	char_tracker_stage05	phoebe	present	0.6667		high	
7	82	218.55	218.95	And?				present	char_tracker_stage05	phoebe	unknown			low	missing_speaker
7	83	219.11	221.89	And they want me to grow it for them in my uterus.	Phoebe	Yeah! And they want me to grow it for them in my uterus.	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		high	
7	84	225.81	226.61	My God.	Ross	Oh my God.	Ross	present	char_tracker_stage05	joey|monica|ross	present	1.0000		high	
7	85	227.09	228.05	Are you serious?	Monica	Are you serious?	Monica	present	char_tracker_stage05	joey|monica|phoebe|ross	present	1.0000		high	
7	86	228.45	228.93	Yeah.	Phoebe	Yeah.	Phoebe	present	char_tracker_stage05	joey|monica|phoebe|ross	present	1.0000		high	
7	87	229.17	231.41	You really thinking of having sex with your brother?	Joey	(disgustedly) You're really thinking of having sex with your brother?	Joey	present	char_tracker_stage05	chandler|joey|ross	present	1.0000		high	
8	88	235.809	236.49	Ew.	Phoebe	Eww	Phoebe	present	char_tracker_stage05	phoebe|ross	present	1.0000		medium	
8	89	236.49	236.81	And?	Phoebe	Eww! And no, no! They want me to be the surrogate. It's her egg and his sperm. I'm just the oven. It's totally their bun.	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		low	low_speaker_confidence
8	90	236.81	239.45	Oh, no, they just.	Joey	Oh.	Joey	present	char_tracker_stage05	phoebe	absent	0.0000		low	speaker_offscreen
8	91	239.45	240.93	They want me to be the surrogate.				present	char_tracker_stage05	phoebe	unknown			low	missing_speaker
8	92	241.17	243.65	It's her egg and his sperm, and I'm just.				present	char_tracker_stage05	phoebe	unknown			low	missing_speaker
8	93	243.65	244.13	The oven.				present	char_tracker_stage05	phoebe	unknown			low	missing_speaker
8	94	244.13	245.33	It's totally their bun.				present	char_tracker_stage05	chandler|joey|phoebe|ross	unknown			low	missing_speaker
8	95	246.93	247.97	What did you tell them?	Monica	What did you tell them?	Monica	present	char_tracker_stage05	chandler|joey|monica|ross	present	1.0000		high	
8	96	248.49	250.73	Well, they said that I had to think about it first.	Phoebe	Well, they said I had to think about it first	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
8	97	250.73	252.33	But what is there to think of?	Phoebe	But what is there to think of	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
8	98	252.33	255.77	I'm gonna be giving someone the greatest gift you can possibly give.	Phoebe	Well, they said I had to think about it first. But what is there to think of? I'm going to be giving someone the greatest gift you can possibly give.	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
8	99	256.09	258.97	You're gonna carry their child and get them a Sony PlayStation?	Chandler	You're going to carry their child and get them a Sony Play Station?	Chandler	present	char_tracker_stage05	chandler	present	1.0000		high	
8	100	261.85	265.41	Honey, this really is an incredible thing to do for them.	Rachel	Honey, this is really an incredible thing to do for them but there are things to think about.	Rachel	present	char_tracker_stage05	monica|rachel	present	1.0000		high	
8	101	265.41	267.21	But there are things to think about.	Rachel	but there are things to think about	Rachel	present	char_tracker_stage05	monica	partial	0.3333		low	partial_visual_presence
8	102	267.45	269.13	Yeah, I mean, you'd be pregnant.	Monica	Yeah, I mean you'd be pregnant. I mean, pregnant.	Monica	present	char_tracker_stage05	monica	present	1.0000		high	
8	103	269.77	270.97	I mean, pregnant.	Monica	I mean, pregnant	Monica	present	char_tracker_stage05	monica|phoebe	present	1.0000		medium	
8	104	271.45	272.09	I know.	Phoebe	I know.	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		high	
8	105	274.01	277.01	Pheebs, you're talking about putting your body through an awful lot.	Ross	Pheebs, you're talking about putting your body through an awful lot. I mean, morning sickness, uh, labor. And it's all for somebody else.	Ross	present	char_tracker_stage05	chandler|joey|ross	present	1.0000		high	
8	106	277.01	282.51	I mean, morning sickness, labor, and it's all for somebody else.	Ross	I mean, morning sickness, uh, labor	Ross	present	char_tracker_stage05	chandler|joey|ross	present	1.0000		medium	
8	107	282.83	284.03	Yeah, what's your point?	Phoebe	Yeah, what's your point? (goes to sit on the couch)	Phoebe	present	char_tracker_stage05	chandler|joey|phoebe|ross	present	1.0000		high	
8	108	285.31	287.63	Well, the stuff I just mentioned.	Ross	The stuff I just mentioned.	Ross	present	char_tracker_stage05	chandler|joey|ross	present	1.0000		high	
8	109	289.23	289.63	Wow.	Rachel	wow	Rachel	present	char_tracker_stage05	rachel|ross	present	1.0000		low	low_speaker_confidence
8	110	289.63	291.11	I don't know if I could ever do that.	Rachel	Wow, I don't know if I could ever do that	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
8	111	291.11	295.27	You know, I always figured the first time I had a baby it would be with someone I love.	Rachel	Wow, I don't know if I could ever do that. You know, I always figured the first time I had a baby, it would be with someone I love and that baby would be like, a keeper.	Rachel	present	char_tracker_stage05	rachel	present	1.0000		high	
8	112	295.27	298.75	And that baby was, you know, a keeper.				present	char_tracker_stage05	rachel	unknown			low	missing_speaker
8	113	300.11	303.71	You know, you guys were a lot more supportive when I wanted to make denim furniture.	Phoebe	You know, you guys were a lot more supportive when I wanted to make denim furniture.	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		high	
8	114	305.56	308.6	Listen, if you decide to do this, we'll be supportive like crazy.	Joey	Pheebs, listen, if you decide to do this, we'll be supportive like crazy.	Joey	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
8	115	308.76	310.4	Yeah, we just want you to think it through.				partial	char_tracker_stage05		unknown			low	missing_speaker
8	116	310.4	310.72	Yeah.	All	Yeah.	All	present	char_tracker_stage05	joey|rachel	unobserved			high	
8	117	310.72	313.0	Honey, maybe you can talk to somebody who's had a baby.	Rachel	Why don't you talk to someone who's had a baby	Rachel	present	char_tracker_stage05	joey|rachel	present	1.0000		medium	
8	118	313.0	313.8	Like your mom.	Rachel	Why don't you talk to someone who's had a baby. Like your mom.	Rachel	present	char_tracker_stage05	joey|phoebe|rachel	present	1.0000		medium	
8	119	314.04	315.48	My mom never gave birth.	Phoebe	My mom never gave birth. Oh, but my birth mom did!	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
8	120	316.28	316.76	Oh.	Phoebe	Oh, but my birth mom did	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
8	121	317.16	318.76	But my birth mom did.	Phoebe	but my birth mom did	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		low	low_speaker_confidence
8	122	324.36	325.0	Mmm.				absent	char_tracker_stage05		unknown			low	missing_speaker
9	123	325.24	327.0	I love this tushy.	Kathy	Mmmm, I love this tushie	Kathy	absent	char_tracker_stage05		unobserved			medium	
9	124	327.96	329.08	Take it to work with me.	Kathy	(grabbing his tushy) Mmmm, I love this tushie. Can I take it to work with me?	Kathy	absent	char_tracker_stage05		unobserved			medium	
9	125	329.81	330.45	Uh, yeah, sure.	Chandler	Oh, yeah, sure	Chandler	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
9	126	330.45	331.49	It's not mine anyway.	Chandler	Oh, yeah, sure. It's not mine anyway. It came with the pants.	Chandler	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
9	127	331.97	332.89	Came with the pants.	Chandler	It came with the pants	Chandler	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
9	128	332.89	340.21	Oh, I am so jealous.	Kathy	Oh! (kisses him again and then leaves)	Kathy	partial	char_tracker_stage05		unobserved			medium	
10	129	340.45	343.17	You guys are really just right there, aren't you?	Rachel	I am so jealous. You guys are just, really, right *there*, aren't you?	Rachel	present	char_tracker_stage05	monica|rachel	present	1.0000		high	
10	130	343.41	343.89	Yes.	Chandler	Yes	Chandler	present	char_tracker_stage05	chandler|monica|rachel	present	1.0000		medium	
10	131	345.65	346.29	Right where?	Chandler	Yes. Right where?	Chandler	present	char_tracker_stage05	chandler|monica|rachel	present	1.0000		high	
10	132	348.05	353.97	Beginning where, you know, it's all sex and talking and sex and talking.	Monica	In the beginning, you know, where it's all sex and talking and sex and talking...	Monica	present	char_tracker_stage05	monica|rachel	present	1.0000		high	
10	133	355.09	359.71	Yeah, you gotta love the talking and the sex.	Chandler	Yeah, you've, you've got to love the talking.	Chandler	present	char_tracker_stage05	chandler|monica|rachel	present	0.6000		medium	
10	134	359.71	361.15	All right, we haven't had sex yet.				present	char_tracker_stage05	chandler	unknown			low	missing_speaker
10	135	362.19	363.99	Okay, but what's the big deal, you know?				present	char_tracker_stage05	chandler|ross	unknown			low	missing_speaker
10	136	363.99	364.67	This is special.				present	char_tracker_stage05	chandler|ross	unknown			low	missing_speaker
11	137	364.67	368.67	And I want our love to grow before we move on to the next level.	Chandler	Oh, we haven't had sex yet. Okay, but what's the big deal, you know? This is special, and I want our love to grow, before we move to the next level.	Chandler	present	char_tracker_stage05	chandler	present	1.0000		medium	
12	138	369.07	371.23	Oh, Chandler, that is so nice.	Rachel	Chandler, that is so nice.	Rachel	present	char_tracker_stage05	monica|rachel	present	1.0000		high	
12	139	371.47	374.35	That is really nice lying.	Ross	Yeah, that is really nice......lying!! No way is that the reason.	Ross	present	char_tracker_stage05	ross	present	1.0000		medium	
12	140	376.43	379.07	No way is that the reason why?	Ross	yeah no way is that the reason	Ross	partial	char_tracker_stage05		absent	0.0000		low	speaker_no_face
12	141	379.39	382.43	Just because you're not mature enough to understand something like that?	Rachel	Why, just because you're not mature enough to understand something like that?	Rachel	present	char_tracker_stage05	monica|rachel	present	1.0000		high	
12	142	382.76	383.32	No, he's right.	Chandler	no he's right	Chandler	present	char_tracker_stage05	monica|rachel	absent	0.0000		low	speaker_offscreen
12	143	383.32	384.28	I'm totally lying.	Chandler	No, he's right, I'm totally lying.	Chandler	present	char_tracker_stage05	ross	absent	0.0000		low	speaker_offscreen
13	144	389.8	390.92	Then what is it?	Monica	Then what is it?	Monica	present	char_tracker_stage05	monica|rachel|ross	present	1.0000		high	
13	145	390.92	393.32	Well, Kathy's last boyfriend was Joey.	Chandler	Well, Kathy's last girlfriend was Joey.	Chandler	present	char_tracker_stage05	chandler|monica|rachel	present	0.7500		high	
13	146	393.8	398.36	And you're afraid you won't be able to fill his shoes?	Ross	"And you're afraid you won't be able to ""fill his shoes"". (grins)"	Ross	present	char_tracker_stage05	ross	present	1.0000		high	
13	147	400.84	403.24	No, I'm afraid I won't be able to make love as well as him.	Chandler	No, I'm afraid I won't be able to make love as well as him.	Chandler	present	char_tracker_stage05	chandler	present	1.0000		high	
13	148	404.92	406.96	Yeah, I was going for the metaphor.	Ross	(stops grinning) Yeah, I was going for the metaphor.	Ross	present	char_tracker_stage05	ross	present	1.0000		high	
13	149	406.96	408.6	Yes, and I was saying the actual words.	Chandler	Yes and I was saying the actual words.	Chandler	present	char_tracker_stage05	chandler	present	1.0000		high	
13	150	410.76	411.52	Well, big deal.				present	char_tracker_stage05	monica|rachel|ross	unknown			low	missing_speaker
14	151	411.52	412.88	So Joey's had a lot of girlfriends.	Monica	Big deal, so Joey's had a lot of girlfriends. That doesn't mean he's good in bed.	Monica	present	char_tracker_stage05	monica|rachel	present	1.0000		medium	
14	152	412.88	414.28	It doesn't mean that he's great in bed.	Monica	That doesn't mean he's good in bed	Monica	present	char_tracker_stage05	monica|rachel	present	1.0000		medium	
14	153	414.85	415.81	We share a wall.	Chandler	We share a wall	Chandler	present	char_tracker_stage05	chandler|monica|rachel	present	1.0000		medium	
14	154	418.85	422.05	So either he's great in bed or she just liked to agree with him a lot.	Chandler	We share a wall. So either he's great in bed or she just liked to agree with him a lot.  Loudly and a lot! All night long she'd agree!	Chandler	present	char_tracker_stage05	chandler	present	1.0000		high	
14	155	426.13	427.33	Loudly and a lot.	Chandler	Loudly and a lot	Chandler	present	char_tracker_stage05	chandler	present	1.0000		medium	
14	156	428.45	429.89	All night long, she'd agree.	Chandler	All night long she'd agree	Chandler	present	char_tracker_stage05	chandler	present	1.0000		medium	
14	157	432.13	433.65	Sweetie, with you it's gonna be different.	Monica	Sweetie, with you it's going to be different. The sex is going to be great 'cause you guys are in love.	Monica	present	char_tracker_stage05	monica|rachel	present	1.0000		medium	
14	158	433.97	435.05	The sex is gonna be great.	Monica	the sex is going to be great 'cause you guys are in love	Monica	present	char_tracker_stage05	monica|rachel	present	1.0000		low	low_speaker_confidence
14	159	435.05	436.45	Cause you guys are in love.	Monica	'cause you guys are in love	Monica	present	char_tracker_stage05	chandler|monica|rachel	present	1.0000		low	low_speaker_confidence
14	160	438.37	438.85	Yeah.	Chandler	Yeah?	Chandler	present	char_tracker_stage05	chandler	present	1.0000		high	
14	161	438.85	439.41	Yeah.	Rachel	Yeah.	Rachel	present	char_tracker_stage05	chandler|ross	absent	0.0000		low	speaker_offscreen
14	162	439.65	440.97	Just go for it, Chandler.	Ross	Just go for it Chandler.	Ross	present	char_tracker_stage05	chandler|monica|rachel|ross	present	1.0000		high	
14	163	440.97	441.65	Yeah, you should.	Monica and Rachel	Yeah, you should.	Monica and Rachel	present	char_tracker_stage05	monica|rachel|ross	unobserved			high	
14	164	442.37	442.93	All right.	Chandler	all right	Chandler	present	char_tracker_stage05	monica|rachel	absent	0.0000		low	speaker_offscreen
14	165	442.93	443.37	All right.	Chandler	all right all right	Chandler	present	char_tracker_stage05	monica|rachel	absent	0.0000		low	speaker_offscreen
14	166	443.37	444.69	I'll sleep with my girlfriend.	Chandler	All right, all right, I'll sleep with my girlfriend	Chandler	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
14	167	446.45	447.81	But I'm just doing it for you guys.	Chandler	(gets up to leave) All right, all right, I'll sleep with my girlfriend. But I'm just doing it for you guys. (leaves)	Chandler	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
14	168	451.81	452.25	Okay.	Joey	okay	Joey	absent	char_tracker_stage05		absent	0.0000		low	speaker_no_face
15	169	452.25	455.97	Now, the mastodon is from the semi late Jurassic Period.	Joey	(gesturing to what I'm presuming is the Mastodon) Okay, now the Mastodon is from the semi-late Jurassic period.	Joey	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
15	170	458.05	460.61	Is it the mastodon from the Pliocene epic?	Kid	Isn't the Mastodon from the Pliocene Epoch?	Kid	partial	char_tracker_stage05		unobserved			medium	
15	171	461.49	461.89	Sh.				present	char_tracker_stage05	joey	unknown			low	missing_speaker
15	172	462.53	463.53	This is a museum.	Joey	shhhh this is a museum okay now	Joey	present	char_tracker_stage05	joey	present	1.0000		low	low_speaker_confidence
15	173	463.53	464.29	No talking.	Joey	shhhh this is a museum no talking okay now	Joey	present	char_tracker_stage05	joey	present	1.0000		low	low_speaker_confidence
