scene_id	sentence_id	start	end	utterance	speaker	utterance_ct	speaker_ct	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
22	45	125.08	126.76	It is you that I fell in love with.	Monica	It is you that I feel in love with	Monica	present	char_tracker_stage05	joey|monica	present	1.0000		medium	
22	46	126.76	132.08	And it is a love that is based on having and giving and receipt.	Joey	And it is a love that is based on having and giving and receiv—(Shuts up on Monica’s glare.)	Joey	present	char_tracker_stage05	chandler|joey	present	1.0000		high	
22	47	134.4	136.8	The most romantic night of my life and I'm runner up.	Chandler	I don’t believe it. The most romantic night of my life and I’m runner up.	Chandler	present	char_tracker_stage05	chandler|monica	present	1.0000		high	
22	48	136.8	137.76	Oh, Taylor, please.	Monica	Chandler, please	Monica	present	char_tracker_stage05	chandler|monica	present	1.0000		medium	
22	49	137.92	141.82	Do you know how unbelievably glad I am that was not there that night?	Monica	Chandler, please! Do you know how unbelievably glad I am that Joey was not there that night?!	Monica	present	char_tracker_stage05	monica	present	1.0000		high	
22	50	142.14	147.02	Hey, I'm a man of the cloth, but I still have feelings.	Joey	Hey! (Monica turns and looks at him) Now I’m a man of the cloth, but I still have feelings!	Joey	present	char_tracker_stage05	chandler|joey|monica	present	1.0000		high	
22	51	149.9	153.26	Look, there is no way you are doing this wedding now, okay?	Chandler	(To Joey) Look there is no way you’re doing this wedding now. Okay?	Chandler	present	char_tracker_stage05	chandler	present	1.0000		high	
22	52	153.26	153.66	What?	Joey	What	Joey	present	char_tracker_stage05	chandler|joey	present	1.0000		medium	
22	53	154.46	155.34	That's not fair.	Joey	That's not fair	Joey	present	char_tracker_stage05	joey	present	1.0000		medium	
22	54	155.42	156.54	It's not my fault.	Joey	It's not my fault	Joey	present	char_tracker_stage05	joey	present	1.0000		medium	
22	55	157.02	158.78	I was off with my bridesmaid.	Joey	I was off with my bride's maid	Joey	present	char_tracker_stage05	joey|monica	present	1.0000		medium	
22	56	158.86	161.06	And who's to say I would have even said yes?	Joey	And who's to say I would've even said yes	Joey	present	char_tracker_stage05	joey|monica	present	1.0000		medium	
22	57	161.06	162.62	I mean, I would have said yes.	Joey	I mean I would've said yes	Joey	present	char_tracker_stage05	joey|monica	present	1.0000		medium	
22	58	164.62	167.7	Chandler, look, you are making way too big a deal out of this.	Joey	What?! That’s not fair! It’s not my fault! I was off with my bride’s maid! And who’s to say I would’ve even said yes?! (To Monica) I mean I would’ve said yes. Chandler look y-y-you are making way to big a deal out of this, all right? Look, everything worked out okay!	Joey	present	char_tracker_stage05	chandler|joey|monica	present	1.0000		medium	
22	59	167.7	168.02	All right?				present	char_tracker_stage05	joey|monica	unknown			low	missing_speaker
22	60	168.02	169.42	Look, everything worked out okay.				present	char_tracker_stage05	chandler|joey|monica	unknown			low	missing_speaker
22	61	169.66	169.78	Okay?				present	char_tracker_stage05	chandler|joey|monica	unknown			low	missing_speaker
22	62	169.78	171.26	It's just weird, okay?	Chandler	okay it's just weird okay i i i need i don't know what i need i need a walk	Chandler	present	char_tracker_stage05	chandler	present	1.0000		low	low_speaker_confidence
22	63	171.26	175.66	I don't want to be standing there saying my vows and then having the mental image of you and Monica.	Chandler	Okay, it’s just weird! Okay? I don’t want to be standing their saying my vows and then having the mental image of you and Monica! I-I-I need…I don’t know what I need. I need a walk.	Chandler	present	char_tracker_stage05	chandler	present	1.0000		medium	
22	64	175.82	176.62	I need.	Chandler	I-I-I need	Chandler	present	char_tracker_stage05	chandler|joey|monica	present	1.0000		medium	
22	65	176.94	177.9	I don't know what I need.	Chandler	I don't know what I need	Chandler	present	char_tracker_stage05	chandler|joey|monica	present	1.0000		medium	
22	66	177.9	178.54	I need a walk.	Chandler	I need a walk	Chandler	present	char_tracker_stage05	chandler	present	1.0000		medium	
22	67	178.62	179.82	Wait, Chandler, come on.	Monica	Wait Chandler come on, let’s—it’s not a big deal!	Monica	present	char_tracker_stage05	chandler	absent	0.0000		low	speaker_offscreen
22	68	179.9	180.82	It's not a big deal.	Monica	let's it's not a big deal	Monica	absent	char_tracker_stage05		absent	0.0000		low	speaker_no_face
22	69	180.82	181.9	Well, it is to me.	Chandler	It is to me	Chandler	present	char_tracker_stage05	chandler	present	0.5000		medium	
22	70	182.46	185.82	You wanted to sleep with Batman and instead you had to settle for Robin.	Chandler	It is to me. You wanted to sleep with Batman, and instead you had to settle for Robin. (Walks out and slams the door.)	Chandler	present	char_tracker_stage05	chandler	present	1.0000		high	
22	71	190.14	191.18	This is crazy.	Joey	This is crazy.	Joey	present	char_tracker_stage05	joey|monica	present	1.0000		high	
22	72	191.26	191.62	No.				present	char_tracker_stage05	joey	unknown			low	missing_speaker
22	73	191.62	192.94	Robin is so gay.	Phoebe	I know! Robin is so gay!	Phoebe	present	char_tracker_stage05	joey	absent	0.0000		low	speaker_offscreen
22	74	197.02	197.5	Tv?				present	char_tracker_stage05	monica	unknown			low	missing_speaker
22	75	197.98	198.86	What were you thinking?	Monica	phoebe what were you thinking	Monica	present	char_tracker_stage05	monica	present	1.0000		low	low_speaker_confidence
22	76	198.86	200.1	How could you tell him that?	Monica	Phoebe, what were you thinking, how you could tell him that?	Monica	present	char_tracker_stage05	monica	present	1.0000		medium	
22	77	200.1	200.7	I don't know.				present	char_tracker_stage05	monica|phoebe	unknown			low	missing_speaker
22	78	200.7	201.3	I'm sorry.	Phoebe	I'm sorry, I wasn't thinking	Phoebe	present	char_tracker_stage05	monica|phoebe	present	1.0000		medium	
22	79	201.3	202.38	It just came out.	Phoebe	I'm sorry, I wasn't thinking. It just came out........(thinks) It's a side effect!	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
22	80	202.38	204.06	I mean, it's a side effect.	Phoebe	It's a side effect	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
23	81	207.74	209.1	So now what have we agreed?	Rachel	So now what have we agreed?	Rachel	partial	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
23	82	209.34	210.54	No more pranks.	Ben	No more pranks.	Ben	present	char_tracker_stage05	rachel	unobserved			high	
23	83	210.62	211.82	And what else?	Rachel	And-and what else?	Rachel	present	char_tracker_stage05	rachel	present	1.0000		high	
23	84	212.14	214.38	That you and Daddy were not on a break.	Ben	That you and daddy were not on a break.	Ben	partial	char_tracker_stage05		unobserved			high	
23	85	214.54	215.34	Very good.	Rachel	Very good.	Rachel	present	char_tracker_stage05	rachel	present	1.0000		high	
24	86	219.26	222.06	Rachel, what are you doing here?	Ross	Rachel! What are you doing here?	Ross	present	char_tracker_stage05	rachel|ross	present	0.7500		high	
24	87	222.7	225.45	I'm just visiting my good friend Carol.	Rachel	I’m just visiting my good friend Carol.	Rachel	present	char_tracker_stage05	rachel|ross	present	1.0000		high	
24	88	225.85	227.21	Your good friend?	Ross	Your good friend?	Ross	present	char_tracker_stage05	rachel|ross	present	1.0000		high	
24	89	227.53	229.93	Yeah, what's her last name?	Ross	What’s her last name?	Ross	present	char_tracker_stage05	rachel|ross	present	1.0000		high	
24	90	232.97	235.57	Carol Lesbian.	Rachel	Carol…Lesbian?	Rachel	present	char_tracker_stage05	rachel	present	1.0000		high	
24	91	235.57	236.01	Nice.	Ross	nice uh	Ross	present	char_tracker_stage05	rachel|ross	present	1.0000		low	low_speaker_confidence
24	92	239.45	240.57	And by the way, that.	Ross	nice and by the way that uh	Ross	present	char_tracker_stage05	rachel	absent	0.0000		low	speaker_offscreen
24	93	240.969	242.89	That line down my face.	Ross	Nice. And by the way that uh, that line down my face?	Ross	partial	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
24	94	243.29	243.93	What line?	Rachel	What line?	Rachel	present	char_tracker_stage05	rachel|ross	present	1.0000		high	
24	95	244.73	252.35	The line that prompted a student in my last class of the day to say, dude, don't you ever wash your face?	Ross	"Wh-wh-what line? The line that prompted a student in my last class of the day to say uh, (In a college frat boy voice) ""Dude, don’t you ever was your face?"""	Ross	present	char_tracker_stage05	ross	present	1.0000		high	
24	96	255.07	256.03	All right, I'm sorry.	Rachel	All right, I'm sorry	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
24	97	256.03	258.91	I'm sorry I didn't tell you, but you were so mad already.	Rachel	All right, I’m sorry. I’m sorry I didn’t tell you but you were so mad already!	Rachel	present	char_tracker_stage05	rachel	present	1.0000		high	
24	98	259.07	260.15	Of course I was mad.	Ross	Of course I was mad	Ross	present	char_tracker_stage05	rachel|ross	present	1.0000		medium	
24	99	260.15	262.11	I told you I hate this stuff.	Ross	Of course I was mad! I told you I-I hate this stuff! Okay? It-it’s not funny!	Ross	present	char_tracker_stage05	ross	present	1.0000		medium	
24	100	262.11	263.79	Okay, it's not funny.	Ross	of course i was mad okay it it's not funny	Ross	present	char_tracker_stage05	ross	present	1.0000		low	low_speaker_confidence
24	101	263.95	264.67	Hey, Ross.	Carol	(entering from the kitchen) Hey Ross!	Carol	present	char_tracker_stage05	ross	unobserved			high	
24	102	264.75	265.23	Hi.	Ross	Hi.	Ross	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
24	103	265.23	266.07	What's not funny?	Carol	What’s not funny?	Carol	absent	char_tracker_stage05		unobserved			high	
24	104	266.07	267.15	Practical jokes.	Ross	Practical jokes.	Ross	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
24	105	267.71	268.83	I think they're funny.	Carol	Oh I…I think they’re funny.	Carol	absent	char_tracker_stage05		unobserved			high	
24	106	269.47	270.91	You have a line down your face.	Ross	You have a line down your face.	Ross	present	char_tracker_stage05	ross	present	1.0000		high	
24	107	271.39	271.79	What?	Carol	What? (Goes and checks.)	Carol	absent	char_tracker_stage05		unobserved			high	
24	108	275.87	278.74	Okay, maybe they are not funny to you.	Rachel	Okay, maybe they are not funny to you…	Rachel	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
24	109	278.74	279.62	Oh, my God.	Carol	(yelling from the bathroom) Oh my God!	Carol	present	char_tracker_stage05	rachel	unobserved			high	
24	110	279.7	280.74	Or Carol.	Rachel	Or Carol	Rachel	present	char_tracker_stage05	rachel|ross	present	1.0000		medium	
24	111	282.18	283.5	But they're funny to kids.	Rachel	Or Carol! But they’re funny to kids and who is it hurting?!	Rachel	present	char_tracker_stage05	rachel|ross	present	1.0000		medium	
24	112	283.5	284.58	And who is it hurting?	Rachel	or carol and who is it hurting	Rachel	present	char_tracker_stage05	rachel|ross	present	1.0000		low	low_speaker_confidence
24	113	284.98	285.5	You know what?	Ross	Uh, y'know what	Ross	present	char_tracker_stage05	rachel|ross	present	1.0000		medium	
24	114	285.5	286.42	I'll tell you who it hurts.	Ross	I'll tell you who it hurts	Ross	present	char_tracker_stage05	ross	present	1.0000		medium	
24	115	286.42	294.26	It hurts the kid who has all his clothes stolen in gym class so he has to go to the principal's office wearing nothing but a catcher's mitt.	Ross	Uh, y’know what? I’ll tell you who it hurts! It hurts the kid who has all his clothes stolen in gym class so he has to go to the principal’s office wearing nothing but a catcher’s mitt!	Ross	present	char_tracker_stage05	ross	present	1.0000		high	
24	116	294.42	295.62	That was you?	Rachel	That was you	Rachel	present	char_tracker_stage05	rachel|ross	present	1.0000		medium	
24	117	297.78	299.94	We heard about you in junior high.	Rachel	We heard about you in Junior High	Rachel	partial	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
24	118	300.18	303.94	Did you really just shake your fist in the air and shout, I will be revenged.	Rachel	"That was you?! We heard about you in Junior High! Did you really just shake your fist in the air and shout, ""I will be revenged?!"""	Rachel	present	char_tracker_stage05	rachel|ross	present	1.0000		high	
24	119	307.71	308.59	I will be.	Ross	I will be	Ross	present	char_tracker_stage05	rachel	absent	0.0000		low	speaker_offscreen
24	120	311.55	314.99	Listen, I don't want you teaching my son that stuff anymore.	Ross	I will be! Listen, I don’t want you teaching my son that stuff anymore. Okay?	Ross	present	char_tracker_stage05	ross	present	1.0000		high	
24	121	315.23	315.83	Okay?	Ross	Okay	Ross	present	char_tracker_stage05	rachel	absent	0.0000		low	speaker_offscreen
24	122	315.83	316.27	Fine.	Rachel	fine	Rachel	present	char_tracker_stage05	rachel	present	1.0000		low	low_speaker_confidence
24	123	316.75	317.15	Fine.	Rachel	fine fine	Rachel	present	char_tracker_stage05	rachel	present	1.0000		low	low_speaker_confidence
24	124	317.15	320.75	But I'll have you know that once I taught him that stuff he called me fun Aunt Rachel.	Rachel	fine fine but i'll have you know that once i taught him that stuff he called me fun aunt rachel	Rachel	present	char_tracker_stage05	rachel	present	1.0000		low	low_speaker_confidence
24	125	320.99	322.91	And I loved being fun Aunt Rachel.	Rachel	fine fine but i'll have you know that once i taught him that stuff he called me fun aunt rachel and i loved being fun aunt rachel	Rachel	present	char_tracker_stage05	rachel	present	1.0000		low	low_speaker_confidence
24	126	323.31	327.39	But I'll go back to being boring and uncomfortable Aunt Rachel, if that's what you want.	Rachel	Fine. Fine, but I’ll have you know that once I taught him that stuff he called me Fun Aunt Rachel. And I loved being Fun Aunt Rachel but I’ll go back to being Boring and Uncomfortable Aunt Rachel if that’s what you want!	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
24	127	329.71	332.03	No, that's not what I want.	Ross	No that's not what I want	Ross	present	char_tracker_stage05	ross	present	1.0000		medium	
24	128	334.64	336.88	I'm glad you guys were bonding, but I.	Ross	No that’s not what I want. Uh, I’m glad you guys were bonding but I…	Ross	present	char_tracker_stage05	ross	present	1.0000		high	
24	129	336.96	339.12	Look, he doesn't have any brothers or sisters.	Rachel	look he doesn't have any brothers or sisters	Rachel	present	char_tracker_stage05	rachel|ross	present	0.7500		low	low_speaker_confidence
24	130	339.28	341.12	Somebody's gonna have to teach him this stuff.	Rachel	Look he doesn't have any brothers or sisters, somebody's gonna have to teach him this stuff	Rachel	present	char_tracker_stage05	ross	partial	0.3333		medium	partial_visual_presence
24	131	341.76	345.44	And I haven't taught him anything that a normal 6 year old doesn't know anyway.	Rachel	Look he doesn’t have any brothers or sisters, somebody’s gonna have to teach him this stuff! And I haven’t taught him anything that a normal 6-year-old doesn’t know anyway!	Rachel	present	char_tracker_stage05	rachel	present	0.8000		medium	
24	132	345.92	346.48	Crap.	Ben	(yelling from off camera) Crap!!	Ben	present	char_tracker_stage05	rachel	unobserved			high	
24	133	346.72	347.6	I gotta go.	Rachel	I gotta go! (Runs out.)	Rachel	present	char_tracker_stage05	rachel|ross	present	1.0000		high	
24	134	356.96	357.44	Hey.				present	char_tracker_stage05	chandler	unknown			low	missing_speaker
25	135	358.16	358.64	Hey.	Joey	Hey.	Joey	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
25	136	359.2	360.08	You want this scone?	Chandler	hey do you want this scone	Chandler	present	char_tracker_stage05	chandler|joey	present	0.5000		low	low_speaker_confidence
25	137	360.08	360.92	It came for me.	Chandler	hey do you want this scone it came for me	Chandler	present	char_tracker_stage05	chandler|joey	present	1.0000		low	low_speaker_confidence
25	138	360.92	362.72	But it would probably rather sleep with you.	Chandler	Hey. Do you want this scone? (Holds up his plate) It came for me but it would probably rather sleep with you!	Chandler	present	char_tracker_stage05	chandler|joey	present	1.0000		high	
25	139	364.88	366.8	Come on, nothing even happened.	Joey	Chandler, come on nothing even happened!	Joey	present	char_tracker_stage05	chandler|joey	present	1.0000		high	
25	140	368.88	370.84	Look, Joe, I know you want to do the wedding.	Chandler	Look Joe, I know you wanted to do the wedding…	Chandler	present	char_tracker_stage05	chandler	present	1.0000		high	
25	141	370.84	371.08	No.	Joey	no	Joey	present	char_tracker_stage05	chandler|joey	present	0.5000		low	low_speaker_confidence
25	142	371.08	371.6	Hey, no.	Joey	No-hey-no	Joey	present	char_tracker_stage05	chandler|joey	present	1.0000		medium	
25	143	371.6	374.0	If you don't want me to do it, I accept that.	Joey	No-hey-no! If you don’t want me to do it, I except that. I don’t care about that. I just…I don’t want you to be upset.	Joey	present	char_tracker_stage05	joey	present	1.0000		medium	
25	144	374.0	375.04	I don't care about that.	Joey	I don't care about that	Joey	present	char_tracker_stage05	joey	present	1.0000		medium	
25	145	375.2	375.76	I just.	Joey	I just	Joey	present	char_tracker_stage05	joey	present	1.0000		medium	
25	146	376.16	377.68	I don't want you to be upset.	Joey	I don't want you to be upset	Joey	present	char_tracker_stage05	chandler|joey	present	1.0000		medium	
25	147	377.68	379.04	How can I not be upset?	Chandler	how can i not be upset	Chandler	present	char_tracker_stage05	chandler	present	1.0000		low	low_speaker_confidence
25	148	379.28	385.04	Okay, I finally fall in love with this fantastic woman and it turns out that she wanted you first.	Chandler	How can I not be upset? Okay? I finally fall in love with this fantastic woman and it turns out that she wanted you first!	Chandler	present	char_tracker_stage05	chandler	present	1.0000		high	
25	149	385.65	387.09	Yeah, for like a half an hour.				present	char_tracker_stage05	chandler|joey	unknown			low	missing_speaker
25	150	387.09	391.49	One night, Chandler she wants you for the rest of her life.				present	char_tracker_stage05	chandler|joey	unknown			low	missing_speaker
25	151	392.93	394.21	You're so lucky.				present	char_tracker_stage05	chandler	unknown			low	missing_speaker
25	152	395.25	397.49	Look what I missed out on by not being there.				present	char_tracker_stage05	joey	unknown			low	missing_speaker
25	153	398.37	399.33	Although, you know what?				present	char_tracker_stage05	joey	unknown			low	missing_speaker
25	154	399.65	401.97	It could never have worked out like you guys did.	Joey	it could never have worked like you guys did 'cause	Joey	present	char_tracker_stage05	joey	present	1.0000		low	low_speaker_confidence
25	155	403.25	405.49	Cause you guys are perfect for each other.	Joey	It could never have worked like you guys did, 'cause you guys are perfect for each other	Joey	present	char_tracker_stage05	joey	present	1.0000		medium	
25	156	407.25	411.01	You know, we look at you and we see you together and it just.	Joey	Yeah for like a half an hour one night! Chandler, she wants you for the rest of her life! You’re so lucky! Look what I missed out on by not being there! Although you know what? It could never have worked like you guys did, ‘cause you guys are perfect for each other. Y’know, we look at you and-and we see you together and it just…it-it fits. Y’know? And you just know it’s gonna last forever.	Joey	present	char_tracker_stage05	chandler|joey	present	0.6000		medium	
25	157	412.03	412.27	It.	Joey	it-it fits	Joey	present	char_tracker_stage05	joey	present	1.0000		medium	
25	158	412.43	414.83	It fits, you know?	Joey	it fits	Joey	present	char_tracker_stage05	joey	present	1.0000		low	low_speaker_confidence
25	159	415.79	418.91	And you just know it's gonna last forever.				present	char_tracker_stage05	joey	unknown			low	missing_speaker
25	160	422.43	423.63	That's what you should say.	Chandler	That’s what you should say.	Chandler	present	char_tracker_stage05	chandler	present	1.0000		high	
25	161	425.79	426.19	What?	Joey	What?	Joey	present	char_tracker_stage05	joey	present	1.0000		high	
25	162	429.71	431.87	When you're marrying us, that's what you should say.	Chandler	When you’re marrying us; that’s what you should say.	Chandler	present	char_tracker_stage05	chandler	present	1.0000		high	
25	163	434.03	434.43	Really?	Joey	Really? I can do it?	Joey	present	char_tracker_stage05	joey	present	1.0000		medium	
25	164	434.43	435.23	I could do it.	Joey	I can do it	Joey	present	char_tracker_stage05	joey	present	1.0000		medium	
25	165	437.16	438.36	I'd love it if you'd do it.	Chandler	I’d love it if you would do it.	Chandler	present	char_tracker_stage05	chandler|joey	present	1.0000		high	
25	166	439.4	439.88	Hey.	Joey	Hey! (They hug.)	Joey	present	char_tracker_stage05	joey	present	1.0000		high	
25	167	443.48	444.76	But those are the words.	Chandler	But those are the words! Those exact words!	Chandler	present	char_tracker_stage05	chandler|joey	present	0.5000		high	
25	168	444.92	446.92	Those exact words.	Chandler	Those exact words	Chandler	present	char_tracker_stage05	chandler	present	1.0000		medium	
25	169	448.68	457.08	Well, I don't remember exactly, but it's pretty much about having and giving and sharing and receiving.	Joey	Well I don’t know remember exactly but, it’s-it’s pretty much about having and giving and sharing and receiving.	Joey	present	char_tracker_stage05	chandler|joey	present	1.0000		high	
27	170	459.8	461.44	Hey, hey, hey.	Rachel	Hey!	Rachel	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
27	171	461.44	466.2	I'm sorry to do this to you again, but is there any way you can look after Ben for a little bit?	Ross	Hey I’m sorry to do this to you again but uh, is there any way you can look after Ben for a little bit? I-I’ve got this meeting at school. And-and he-he asked for his uh, ‘Fun Aunt’ Rachel, so…	Ross	present	char_tracker_stage05	rachel|ross	present	0.8333		medium	
27	172	466.2	471.38	I've got this meeting at school and he asks for his fun aunt Rachel.	Ross	I-I've got this meeting at school	Ross	present	char_tracker_stage05	ross	present	1.0000		medium	
27	173	471.7	474.22	Oh, well, of course I will watch him.	Rachel	Ohhh! Well of course I will watch him! We have fun, don’t we Ben? (He nods yes.)	Rachel	present	char_tracker_stage05	rachel|ross	present	1.0000		medium	
27	174	474.22	475.62	We have fun, don't we, Ben?	Rachel	We have fun, don't we Ben	Rachel	present	char_tracker_stage05	rachel|ross	present	1.0000		medium	
27	175	476.9	477.54	Okay.	Ross	okay i'll	Ross	present	char_tracker_stage05	ross	present	1.0000		low	low_speaker_confidence
