scene_id	sentence_id	start	end	utterance	speaker	utterance_ct	speaker_ct	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
13	66	163.87	164.39	So you get along.	Rachel	oh so you know that you guys talked about that so you get along	Rachel	present	char_tracker_stage05	rachel	present	1.0000		low	low_speaker_confidence
13	67	164.39	165.51	So you think you're gonna go out?	Rachel	Oh so you know that, you guys talked about that, so you get along, so you think you’re gonna go out?	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
13	68	168.15	169.35	Me, go out with Ross?	Jill	Me go out with Ross	Jill	absent	char_tracker_stage05		unobserved			medium	
13	69	170.25	170.49	No.	Jill	No	Jill	present	char_tracker_stage05	rachel	unobserved			medium	
13	70	170.73	171.45	God, no.	Jill	God no	Jill	present	char_tracker_stage05	rachel	unobserved			medium	
13	71	171.45	172.61	What would make you think that?	Jill	Me go out with Ross?! No! God no! What would make you think that?	Jill	present	char_tracker_stage05	rachel	unobserved			medium	
13	72	172.61	173.29	I just.	Rachel	i just	Rachel	present	char_tracker_stage05	rachel	present	1.0000		low	low_speaker_confidence
13	73	174.09	178.25	Phoebe said she, you know, thought she saw something between you guys.	Rachel	I just, Phoebe, said y’know thought she saw something between you guys.	Rachel	present	char_tracker_stage05	rachel	present	1.0000		high	
13	74	178.25	178.57	Oh.				present	char_tracker_stage05	rachel	unknown			low	missing_speaker
13	75	178.57	179.85	I mean, he's nice.	Jill	No! I mean he’s nice.	Jill	present	char_tracker_stage05	rachel	unobserved			high	
13	76	180.01	180.57	Yeah.	Rachel	Yeah.	Rachel	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
13	77	180.81	184.01	He's the kind of guy you're friends with, you know, but he's not the kind of guy you date.	Jill	He’s the kind of guy you’re friends with, y’know? But he’s not the kind of guy you date. He’s the kind of guy you’d date because you did. Me, not so much.	Jill	absent	char_tracker_stage05		unobserved			medium	
13	78	184.09	185.849	I mean, he's the kind of guy you date.	Jill	he's the kind of guy you'd date because you did me not so much	Jill	absent	char_tracker_stage05		unobserved			low	low_speaker_confidence
13	79	185.849	186.53	Cause you did.				present	char_tracker_stage05	rachel	unknown			low	missing_speaker
13	80	186.53	188.01	But me?				present	char_tracker_stage05	rachel	unknown			low	missing_speaker
13	81	189.13	189.85	Not so much.				present	char_tracker_stage05	rachel	unknown			low	missing_speaker
13	82	191.77	192.09	Why?				present	char_tracker_stage05	rachel	unknown			low	missing_speaker
13	83	192.09	192.89	No, not so much.				present	char_tracker_stage05	rachel	unknown			low	missing_speaker
13	84	193.37	194.65	But what do you mean?				present	char_tracker_stage05	rachel	unknown			low	missing_speaker
13	85	194.65	196.78	I mean, is there something wrong with Ross?	Rachel	Oh not-not so much. Umm, what-what do you, what do you mean is there something wrong with Ross?	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
13	86	197.1	198.18	Oh, no, no, no, no.				absent	char_tracker_stage05		unknown			low	missing_speaker
13	87	198.18	198.7	He's just.				absent	char_tracker_stage05		unknown			low	missing_speaker
13	88	198.86	199.46	I don't know.				absent	char_tracker_stage05		unknown			low	missing_speaker
13	89	199.46	201.82	You know, he's just a little bookish.	Jill	Oh no-no-no, he’s just I don’t know, he’s just a little bookish.	Jill	absent	char_tracker_stage05		unobserved			medium	
13	90	203.1	203.58	Are you.	Rachel	are	Rachel	present	char_tracker_stage05	rachel	present	1.0000		low	low_speaker_confidence
13	91	203.58	204.86	Are you saying he's a geek?	Rachel	Are-are you saying he’s a geek?	Rachel	present	char_tracker_stage05	rachel	present	1.0000		high	
13	92	204.86	205.82	You think so too?	Jill	You think so too?	Jill	present	char_tracker_stage05	rachel	unobserved			high	
13	93	207.82	208.7	No, no.	Rachel	No	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
13	94	208.7	209.82	Ross is not a geek.	Rachel	No! No I, no Ross is not a geek!	Rachel	present	char_tracker_stage05	rachel	present	1.0000		high	
13	95	210.78	211.26	Fine.	Jill	fine	Jill	present	char_tracker_stage05	rachel	unobserved			low	low_speaker_confidence
13	96	211.339	213.02	Then let's just say he's not my type.	Jill	Fine, then let’s just say he’s not my type.	Jill	partial	char_tracker_stage05		unobserved			high	
13	97	213.1	213.5	What?				present	char_tracker_stage05	rachel	unknown			low	missing_speaker
13	98	213.74	215.42	Handsome is not your type?				present	char_tracker_stage05	rachel	unknown			low	missing_speaker
13	99	216.14	218.02	Smart, kind, good kisser?	Rachel	Good kisser	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
13	100	218.02	219.42	What, those things aren't on your list?	Rachel	What handsome is not your type? Smart? Kind? Good kisser? What those things aren’t on your list? Ross is a great guy! You would be lucky to be with him!	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
13	101	220.3	221.58	Ross is a great guy.	Rachel	Ross is a great guy	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
13	102	221.58	223.18	You would be lucky to be with him.	Rachel	You would be lucky to be with him	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
13	103	223.76	226.36	Well, okay, if it means that much to you, then I'll just ask him out.	Jill	Well okay, if it means that much to you, then I’ll ask him out.	Jill	present	char_tracker_stage05	rachel	unobserved			high	
13	104	226.36	227.48	Oh, no, no, no, no.	Rachel	oh no no no no no no	Rachel	present	char_tracker_stage05	rachel	present	1.0000		low	low_speaker_confidence
13	105	227.48	228.12	That's not what I meant.	Rachel	Oh no-no-no, no-no-no, that’s not what I meant.	Rachel	present	char_tracker_stage05	rachel	present	1.0000		high	
13	106	228.12	228.48	I was.				present	char_tracker_stage05	rachel	unknown			low	missing_speaker
13	107	229.12	230.16	You know what, Rachel?				present	char_tracker_stage05	rachel	unknown			low	missing_speaker
13	108	230.16	230.72	You're right.	Jill	no y'know what rachel you're right y'know	Jill	absent	char_tracker_stage05		unobserved			low	low_speaker_confidence
13	109	231.04	233.52	You know, he has been really nice to me.	Jill	No! Y’know what Rachel? You’re right, y’know he has been really nice to me.	Jill	partial	char_tracker_stage05		unobserved			medium	
13	110	234.0	235.6	Yeah, but he's not your type.	Rachel	Yeah but, he’s not your type.	Rachel	present	char_tracker_stage05	rachel	present	1.0000		high	
13	111	236.8	238.32	Yeah, but maybe that's a good thing.	Jill	Yeah but maybe that's a good thing	Jill	partial	char_tracker_stage05		unobserved			medium	
13	112	238.48	242.88	You know, I'm doing all these different sorts of things and maybe I should just try dating a geek too.	Jill	Yeah but maybe that’s a good thing. Y’know I’m doing all these different sorts of things, and maybe I should try dating a geek too!	Jill	absent	char_tracker_stage05		unobserved			high	
13	113	245.2	245.88	Yeah, but, you know.	Rachel	yeah but you don't	Rachel	present	char_tracker_stage05	rachel	present	1.0000		low	low_speaker_confidence
13	114	245.88	248.56	You know, you don't want to try too much too fast.	Rachel	Yeah but, you don't, you don't, you don't want to try to much too fast	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
13	115	249.76	250.12	You know?	Rachel	Y'know	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
13	116	250.12	254.88	I mean, you do remember what happened to the little girl who tried too much too fast.	Rachel	Yeah but, you don’t, you don’t, you don’t want to try to much too fast. Y’know? I mean, you do remember what happened to the little girl that tried to much too fast don’t you?	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
13	117	254.88	255.2	Don.				present	char_tracker_stage05	rachel	unknown			low	missing_speaker
13	118	256.94	257.18	What?	Jill	What?	Jill	present	char_tracker_stage05	rachel	unobserved			high	
13	119	258.62	258.98	She.	Rachel	she jill	Rachel	present	char_tracker_stage05	rachel	present	1.0000		low	low_speaker_confidence
13	120	258.98	259.58	She died.	Rachel	She-she died Jill.	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
13	121	259.58	267.74	Jill Taylor.				partial	char_tracker_stage05		unknown			low	missing_speaker
14	122	270.54	271.7	Oh, what is it, honey?	Chandler	Oh what is it honey, you need some tea? Some soup? (He gets up from the couch and goes into the bedroom to find Monica, still in the robe, lying seductively on the bed. Or at least she’s trying too and as he enters the room, she takes the robe off on of her legs.) Oh-ohhhh!	Chandler	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
14	123	271.7	272.86	You need some tea?	Chandler	you need some tea some soup oh ohhhh	Chandler	absent	char_tracker_stage05		absent	0.0000		low	speaker_no_face
14	124	272.86	273.82	Some Soup?	Chandler	some soup oh ohhhh	Chandler	absent	char_tracker_stage05		absent	0.0000		low	speaker_no_face
14	125	276.22	281.42	Oh, calling Dr. Big.	Monica	Big, Dr	Monica	present	char_tracker_stage05	monica	present	0.6667		medium	
14	126	282.27	283.55	Dr. Beeg to the bed.	Monica	(trying to be seductive) Calling Dr. Big, Dr. Big to the bed.	Monica	present	char_tracker_stage05	monica	present	1.0000		medium	
14	127	285.47	288.75	Oh, geez, honey, I thought you were asleep.	Chandler	Oh Jeez honey, I thought, I thought you were asleep.	Chandler	partial	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
14	128	288.91	293.47	How can I be asleep knowing that you were the next room?	Monica	How could I be asleep knowing that you were in the next room.	Monica	present	char_tracker_stage05	monica	present	1.0000		high	
14	129	295.23	296.19	I was asleep.				present	char_tracker_stage05	chandler	unknown			low	missing_speaker
14	130	300.83	302.31	Oh, no, no, no, honey.				absent	char_tracker_stage05		unknown			low	missing_speaker
14	131	302.31	303.31	You know what's sexy?				absent	char_tracker_stage05		unknown			low	missing_speaker
14	132	303.31	303.87	Layers.				absent	char_tracker_stage05		unknown			low	missing_speaker
14	133	304.91	306.43	Layers are sexy.	Chandler	i was asleep oh no no no honey y'know what's sexy layers layers are sexy	Chandler	absent	char_tracker_stage05		absent	0.0000		low	speaker_no_face
14	134	306.43	308.19	And blankets are sexy.	Chandler	i was asleep oh no no no honey y'know what's sexy layers layers are sexy and blankets are sexy	Chandler	absent	char_tracker_stage05		absent	0.0000		low	speaker_no_face
14	135	308.19	310.35	And, oh, hot water bottles are sexy.	Chandler	I was asleep. (She takes off her robe and starts to shiver) Oh no! No-no honey! Y’know what’s sexy? Layers. Layers are sexy. And blankets are sexy. And oh! Hot water bottles are sexy.	Chandler	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
14	136	310.35	311.59	Come on, get into bed.	Monica	Come on, get into bed	Monica	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
14	137	311.59	313.15	I want to prove to you that I'm not sick.	Monica	I want to prove to you that I'm not sick	Monica	partial	char_tracker_stage05		partial	0.3333		medium	partial_visual_presence
14	138	313.47	316.27	I want to make you feel as good as I feel.	Monica	Come on, get into bed! I want to prove to you that I’m not sick! I wanna make you feel, as good as I feel. (Sneezes.)	Monica	present	char_tracker_stage05	monica	present	1.0000		medium	
14	139	316.83	320.51	Ash, would you please get some rest?	Chandler	Would you please get some rest!	Chandler	present	char_tracker_stage05	chandler|monica	present	0.8000		high	
14	140	320.75	321.47	I'm fine.	Monica	I’m fine. (She goes into one of those half sneezing, half-coughing fits that you get with a bad cold or flu.)	Monica	present	char_tracker_stage05	chandler|monica	present	1.0000		high	
14	141	327.07	327.95	You're coughing.	Chandler	You're coughing.	Chandler	present	char_tracker_stage05	chandler	present	1.0000		high	
14	142	328.67	329.31	No, not.				present	char_tracker_stage05	chandler|monica	unknown			low	missing_speaker
14	143	329.469	329.99	No, not.	Monica	No, I'm not	Monica	present	char_tracker_stage05	chandler|monica	present	1.0000		medium	
14	144	329.99	330.67	I'm laughing.	Monica	No, I'm not. No, I'm not, I'm laughing. (Tries to start laughing but ends up coughing again.)	Monica	present	char_tracker_stage05	chandler|monica	present	1.0000		medium	
14	145	334.51	335.23	At what?	Chandler	At what?	Chandler	present	char_tracker_stage05	chandler|monica	present	1.0000		high	
14	146	335.23	337.15	Oh, just something I heard before.	Monica	Just something I heard before.	Monica	present	char_tracker_stage05	chandler|monica	present	1.0000		high	
14	147	337.47	338.11	Tell me.	Chandler	Tell me.	Chandler	present	char_tracker_stage05	chandler|monica	present	1.0000		high	
14	148	338.43	338.99	Oh, no.				present	char_tracker_stage05	chandler|monica	unknown			low	missing_speaker
14	149	338.99	342.04	I don't want it to spoil the booze.	Monica	No, I don't want it to spoil... the mood. (Moves closer to Chandler and sneezes on Chandler's face.)	Monica	present	char_tracker_stage05	monica	present	1.0000		high	
15	150	348.76	351.4	Happy birthday to you.	Joey	"(singing) ""Happy birthday to you!"""	Joey	present	char_tracker_stage05	joey	present	1.0000		high	
15	151	353.88	354.92	You're paying for that.	Gunther	You’re paying for that.	Gunther	present	char_tracker_stage05	joey	unobserved			high	
15	152	355.48	357.0	No, no, it's her birthday.	Joey	What? No-no it’s her birthday!	Joey	present	char_tracker_stage05	joey	present	1.0000		high	
15	153	357.08	359.72	You've sung Happy birthday to 20 different women today.	Gunther	You’ve sung Happy Birthday to 20 different women today!	Gunther	absent	char_tracker_stage05		unobserved			high	
15	154	360.68	361.36	But it really.	Joey	But it really…	Joey	present	char_tracker_stage05	joey	present	1.0000		high	
15	155	361.36	364.04	We're no longer authorized to distribute birthday muffins.	Gunther	You are no longer authorized to distribute birthday muffins.	Gunther	partial	char_tracker_stage05		unobserved			high	
15	156	365.96	366.6	Damn it.	Joey	Damnit! (Storms off.)	Joey	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
15	157	369.4	370.52	Rachel.	Ross	Rach	Ross	present	char_tracker_stage05	rachel	absent	0.0000		low	speaker_offscreen
15	158	371.23	371.55	Hi.	Ross	(entering) Rach? Hi!	Ross	present	char_tracker_stage05	rachel	absent	0.0000		low	speaker_offscreen
15	159	371.55	372.11	Hi.	Rachel	Hi!	Rachel	present	char_tracker_stage05	rachel|ross	present	1.0000		high	
15	160	372.35	375.15	Did you tell your sister to ask me out?	Ross	Did you tell your sister to ask me out?	Ross	present	char_tracker_stage05	rachel|ross	present	1.0000		high	
15	161	376.19	376.99	Well, yeah.	Rachel	Well yeah…	Rachel	present	char_tracker_stage05	rachel|ross	present	1.0000		high	
15	162	377.07	377.99	Oh, wow.	Ross	Oh wow	Ross	present	char_tracker_stage05	rachel|ross	present	1.0000		medium	
15	163	377.99	379.63	I mean, wow.	Ross	I mean, wow	Ross	present	char_tracker_stage05	ross	present	1.0000		medium	
15	164	382.27	386.99	I think she's cute, but I never would have thought of going out with her.	Ross	Oh wow! I mean, wow! I mean, I-I-I think she’s cute but I-I would never have thought of going out with her, never!	Ross	present	char_tracker_stage05	ross	present	1.0000		high	
15	165	387.15	387.55	Never.				present	char_tracker_stage05	rachel|ross	unknown			low	missing_speaker
15	166	388.43	388.83	Really?	Rachel	Really?!	Rachel	present	char_tracker_stage05	rachel|ross	present	1.0000		high	
15	167	388.83	391.47	Yeah, but after you said it was okay, I figured, why not?	Ross	"Yeah but after you said it was okay, I figured, ""Why not?!"""	Ross	present	char_tracker_stage05	rachel|ross	present	1.0000		high	
15	168	393.79	394.59	So not really.	Rachel	Oh so-so not really never.	Rachel	present	char_tracker_stage05	rachel	present	1.0000		high	
15	169	394.75	400.19	Never I have to say, you are a much bigger person than I am.				present	char_tracker_stage05	rachel|ross	unknown			low	missing_speaker
15	170	400.19	403.21	I mean, after all we've been through, I just.	Ross	i mean after all we've been through i just y'know	Ross	present	char_tracker_stage05	rachel|ross	present	1.0000		low	low_speaker_confidence
15	171	403.21	405.77	You know, I wish I had a brother to reciprocate.	Ross	I mean after all we've been through, I just—y'know I wish I had a brother to reciprocate	Ross	present	char_tracker_stage05	ross	present	1.0000		medium	
15	172	407.53	410.33	Hey, if you ever want to go out with Monica, you have my blessing.	Ross	I have to say you are a much bigger person than I am. I mean after all we’ve been through, I just—y’know I wish I had a brother to reciprocate. Hey, if you ever want to go out with Monica, you have my blessing.	Ross	present	char_tracker_stage05	joey|ross	present	1.0000		medium	
15	173	410.73	411.45	And mine.	Joey	(overhearing them) Oh-ho, and mine!	Joey	present	char_tracker_stage05	joey|ross	present	1.0000		high	
16	174	415.37	418.09	Chandler, I think I'm sick.	Monica	(entering) Chandler, I think I’m sick.	Monica	present	char_tracker_stage05	monica	present	0.5000		high	
16	175	419.77	420.17	Really?	Chandler	Really	Chandler	present	char_tracker_stage05	chandler|monica	present	1.0000		medium	
16	176	421.45	423.37	Struck down in the pry by blibe.	Chandler	Really? Struck down in the pribe of libe!	Chandler	present	char_tracker_stage05	chandler	present	1.0000		medium	
16	177	425.69	426.73	Okay, fine.	Monica	okay fine	Monica	present	char_tracker_stage05	monica	present	1.0000		low	low_speaker_confidence
16	178	426.73	427.53	I admit it.	Monica	Okay, fine I admit it	Monica	present	char_tracker_stage05	monica	present	1.0000		medium	
16	179	428.18	429.22	I feel terrible.	Monica	Okay, fine I admit it! I feel terrible! Would you please rub this on my chest? (She hands him some of that Vicks Vap-O-Rub to put on.)	Monica	present	char_tracker_stage05	monica	present	1.0000		medium	
16	180	429.78	431.54	We plead rubbers on my jazz.				present	char_tracker_stage05	monica	unknown			low	missing_speaker
16	181	433.86	435.58	No, no, no, no, no, no, no, no, no.	Chandler	no no no no no no no	Chandler	present	char_tracker_stage05	chandler	present	1.0000		low	low_speaker_confidence
16	182	435.58	437.3	You are not getting me this way.	Chandler	No-no-no-no-no-no-no, you are not getting me this way.	Chandler	present	char_tracker_stage05	chandler	present	1.0000		high	
16	183	437.86	438.38	Odd.				present	char_tracker_stage05	chandler|monica	unknown			low	missing_speaker
16	184	438.38	439.26	I really need your help.	Monica	Come on! I really need your help!	Monica	present	char_tracker_stage05	chandler|monica	present	1.0000		high	
16	185	439.26	440.18	No, no, no, no, no.	Chandler	No-no-no-no-no!	Chandler	present	char_tracker_stage05	chandler|monica	present	1.0000		high	
